case_id,truth,alpha,structural_gain,quality,prediction,correct,alpha_distance,structural_distance,quality_distance
IND_RECALIBRATE_08,RECALIBRATE,0.9212814220841369,0.0,0.9890521844748028,RECALIBRATE,True,0.11825257791586308,0.388612,0.18905218447480276
IND_RECALIBRATE_09,RECALIBRATE,0.9169882252402636,0.0,0.8980391792919982,RECALIBRATE,True,0.12254577475973638,0.388612,0.09803917929199812
IND_RECALIBRATE_10,RECALIBRATE,0.9771168268983031,0.0,0.9073978619689185,RECALIBRATE,True,0.06241717310169681,0.388612,0.10739786196891843
IND_RECALIBRATE_11,RECALIBRATE,1.0221628078965381,0.0,0.8506605852967192,RECALIBRATE,True,0.01737119210346183,0.388612,0.05066058529671913
IND_RECALIBRATE_12,RECALIBRATE,1.017610131480585,0.0,0.9668150908509054,RECALIBRATE,True,0.02192386851941497,0.388612,0.1668150908509054
IND_RECALIBRATE_13,RECALIBRATE,1.0066519965119307,0.0,0.9041179404560663,RECALIBRATE,True,0.032882003488069245,0.388612,0.10411794045606626
IND_RECALIBRATE_14,RECALIBRATE,0.9984251516432958,0.0,0.8965182523755078,RECALIBRATE,True,0.04110884835670414,0.388612,0.09651825237550771
IND_RECALIBRATE_15,RECALIBRATE,0.9042189203392511,0.0,0.9507441607503802,RECALIBRATE,True,0.13531507966074885,0.388612,0.1507441607503801
IND_RECALIBRATE_16,RECALIBRATE,0.986226809479673,0.0,0.8542230033133449,RECALIBRATE,True,0.05330719052032695,0.388612,0.05422300331334484
IND_RECALIBRATE_17,RECALIBRATE,0.9090115302639427,0.0,0.9219907842731858,RECALIBRATE,True,0.1305224697360573,0.388612,0.12199078427318577
IND_RECALIBRATE_18,RECALIBRATE,1.0067329900645599,0.0,0.842794484380304,RECALIBRATE,True,0.032801009935440106,0.388612,0.042794484380303977
IND_RECALIBRATE_19,RECALIBRATE,1.007846376369418,0.0,0.8604785788997806,RECALIBRATE,True,0.03168762363058186,0.388612,0.06047857889978059
IND_RECALIBRATE_20,RECALIBRATE,0.9596732900799557,0.0,0.8895006891021623,RECALIBRATE,True,0.07986070992004424,0.388612,0.08950068910216225
IND_REVISE_01,REVISE,2.4664334038912648,0.7553088657493456,0.9901325119938738,REVISE,True,1.4268994038912648,0.3666968657493456,0.1901325119938737
IND_REVISE_02,REVISE,1.8952963124256192,0.6017378948318187,0.831514726642181,REVISE,True,0.8557623124256193,0.2131258948318187,0.03151472664218091
IND_REVISE_03,REVISE,2.4706066884436604,0.9239259797265973,0.8741671634266203,REVISE,True,1.4310726884436604,0.5353139797265973,0.07416716342662022
IND_REVISE_04,REVISE,2.5774154604353647,0.9286462925542576,0.9172462694857805,REVISE,True,1.5378814604353648,0.5400342925542576,0.11724626948578043
IND_REVISE_05,REVISE,2.3038161875393612,0.8036541964982044,0.8971556928872929,REVISE,True,1.2642821875393613,0.41504219649820434,0.09715569288729287
IND_REVISE_06,REVISE,2.4354185213702126,0.5891847674396585,0.821826281592734,REVISE,True,1.3958845213702127,0.20057276743965852,0.02182628159273392
IND_REVISE_07,REVISE,2.185138035535055,0.8300898717907957,0.8460749027591495,REVISE,True,1.1456040355350552,0.44147787179079573,0.046074902759149494
IND_REVISE_08,REVISE,2.3206558644183857,0.5807591822025273,0.8519916292410197,REVISE,True,1.2811218644183857,0.1921471822025273,0.05199162924101963
IND_REVISE_09,REVISE,1.780423995793529,0.6238547054710799,0.8936673437894592,REVISE,True,0.7408899957935291,0.2352427054710799,0.09366734378945918
IND_REVISE_10,REVISE,2.281790398664639,0.6393424325824086,0.8822670872092068,REVISE,True,1.242256398664639,0.2507304325824086,0.08226708720920672
IND_REVISE_11,REVISE,1.8007291768909677,0.6568766096089614,0.825993021273488,REVISE,True,0.7611951768909677,0.2682646096089614,0.025993021273487904
IND_REVISE_12,REVISE,2.227467042527838,0.6013861381632698,0.9302751730370066,REVISE,True,1.187933042527838,0.2127741381632698,0.13027517303700653
IND_REVISE_13,REVISE,2.497677287370264,0.7054155498738572,0.9316542725724791,REVISE,True,1.458143287370264,0.3168035498738572,0.13165427257247908
IND_REVISE_14,REVISE,1.9429901059800911,0.49914748077373655,0.8940825554423721,REVISE,True,0.9034561059800912,0.11053548077373654,0.0940825554423721
IND_REVISE_15,REVISE,2.544241759996552,0.8061805114296677,0.8336000799165854,REVISE,True,1.504707759996552,0.4175685114296677,0.03360007991658531
IND_REVISE_16,REVISE,2.095601010089511,0.9251809003339573,0.8554876676375052,REVISE,True,1.0560670100895109,0.5365689003339573,0.05548766763750512
IND_REVISE_17,REVISE,2.380088058784164,0.9189863245578096,0.8566860235798074,REVISE,True,1.340554058784164,0.5303743245578096,0.05668602357980734
IND_REVISE_18,REVISE,1.7937055521169645,0.6361542721933888,0.823534048106062,REVISE,True,0.7541715521169645,0.2475422721933888,0.023534048106061967
IND_REVISE_19,REVISE,2.2284182790100715,0.5986252592190532,0.9200712707478244,REVISE,True,1.1888842790100715,0.21001325921905317,0.12007127074782431
IND_REVISE_20,REVISE,1.844328473898336,0.9045235517516156,0.8677849591412271,REVISE,True,0.8047944738983361,0.5159115517516155,0.06778495914122706
IND_ABSTAIN_01,ABSTAIN,2.2817466998730787,0.6874794701825989,0.5570821621687561,ABSTAIN,True,1.2422126998730787,0.2988674701825989,0.242917837831244
IND_ABSTAIN_02,ABSTAIN,1.9375111704556214,0.8449346034163141,0.3225951839582469,ABSTAIN,True,0.8979771704556214,0.4563226034163141,0.47740481604175317
IND_ABSTAIN_03,ABSTAIN,2.0284593889856044,0.9166009390097796,0.77499596503745,ABSTAIN,True,0.9889253889856044,0.5279889390097796,0.025004034962549992
IND_ABSTAIN_04,ABSTAIN,1.844598354810333,0.811198109370708,0.3148578559790055,ABSTAIN,True,0.8050643548103331,0.422586109370708,0.48514214402099454
IND_ABSTAIN_05,ABSTAIN,1.946447967798715,0.8847773522163195,0.4484669889317131,ABSTAIN,True,0.906913967798715,0.49616535221631947,0.35153301106828694
IND_ABSTAIN_06,ABSTAIN,1.9797305716253182,0.5666072545505338,0.23336341349751705,ABSTAIN,True,0.9401965716253182,0.17799525455053383,0.5666365865024829
IND_ABSTAIN_07,ABSTAIN,2.0343433701447022,0.9475395708293624,0.3002759970274006,ABSTAIN,True,0.9948093701447023,0.5589275708293624,0.49972400297259945
IND_ABSTAIN_08,ABSTAIN,2.413803911396619,0.9174488765712294,0.7690316944487912,ABSTAIN,True,1.3742699113966192,0.5288368765712295,0.030968305551208886
IND_ABSTAIN_09,ABSTAIN,2.5761590553207294,0.9101300342558161,0.43448130657175305,ABSTAIN,True,1.5366250553207295,0.5215180342558161,0.365518693428247
IND_ABSTAIN_10,ABSTAIN,1.8983000138841177,0.7113412396292369,0.2912842963197487,ABSTAIN,True,0.8587660138841178,0.3227292396292369,0.5087157036802513
IND_ABSTAIN_11,ABSTAIN,2.4101365601526816,0.8723444967249,0.7391634680208123,ABSTAIN,True,1.3706025601526817,0.4837324967249,0.0608365319791877
IND_ABSTAIN_12,ABSTAIN,1.7350690164459515,0.8236208941754588,0.2889637320420145,ABSTAIN,True,0.6955350164459515,0.4350088941754588,0.5110362679579856
IND_ABSTAIN_13,ABSTAIN,1.775623794501905,0.7567429038205256,0.2677581682809351,ABSTAIN,True,0.7360897945019051,0.36813090382052555,0.5322418317190649
IND_ABSTAIN_14,ABSTAIN,1.8341128121833234,0.6074454581784822,0.4242273018748547,ABSTAIN,True,0.7945788121833235,0.21883345817848215,0.37577269812514535
IND_ABSTAIN_15,ABSTAIN,2.3467348757238016,0.6724217608398018,0.5782096642116588,ABSTAIN,True,1.3072008757238016,0.28380976083980175,0.2217903357883413
IND_ABSTAIN_16,ABSTAIN,2.2711927526997098,0.6085634042541548,0.2975679399324437,ABSTAIN,True,1.2316587526997098,0.21995140425415477,0.5024320600675564
IND_ABSTAIN_17,ABSTAIN,2.428244541907625,0.7086804443731918,0.5541604149483983,ABSTAIN,True,1.3887105419076249,0.32006844437319176,0.24583958505160175
IND_ABSTAIN_18,ABSTAIN,2.1768240820146683,0.8707404827249703,0.5501639810219958,ABSTAIN,True,1.1372900820146683,0.4821284827249703,0.24983601897800423
IND_ABSTAIN_19,ABSTAIN,2.158633406018187,0.5969790264604284,0.3045925677790031,ABSTAIN,True,1.1190994060181871,0.20836702646042843,0.4954074322209969
IND_ABSTAIN_20,ABSTAIN,2.514089031851262,0.5484124650553212,0.2171178556786171,ABSTAIN,True,1.474555031851262,0.15980046505532114,0.582882144321383
