case_id,seed,truth,alpha,structural_gain,quality,prediction
20260922_RECALIBRATE_01,20260922,RECALIBRATE,0.944249838731327,0.0,0.9289349377151641,RECALIBRATE
20260922_RECALIBRATE_02,20260922,RECALIBRATE,0.967950106699228,0.0,0.9882286253958829,RECALIBRATE
20260922_RECALIBRATE_03,20260922,RECALIBRATE,0.9407908985257468,0.0,0.9493293312377774,RECALIBRATE
20260922_RECALIBRATE_04,20260922,RECALIBRATE,0.9294566615452441,0.0,0.8221579104789934,RECALIBRATE
20260922_RECALIBRATE_05,20260922,RECALIBRATE,1.0286033826113434,0.0,0.8278074823706357,RECALIBRATE
20260922_RECALIBRATE_06,20260922,RECALIBRATE,0.9552938235328129,0.0,0.9113336840001056,RECALIBRATE
20260922_RECALIBRATE_07,20260922,RECALIBRATE,0.9742880646941291,0.0,0.8426952045433297,RECALIBRATE
20260922_RECALIBRATE_08,20260922,RECALIBRATE,0.9757632727586532,0.0,0.8545621340804175,RECALIBRATE
20260922_RECALIBRATE_09,20260922,RECALIBRATE,0.9241338618334431,0.0,0.9935211329736835,RECALIBRATE
20260922_RECALIBRATE_10,20260922,RECALIBRATE,0.90152452479267,0.0,0.9364006097383175,RECALIBRATE
20260922_RECALIBRATE_11,20260922,RECALIBRATE,0.9186452038579521,0.0,0.8638523728277372,RECALIBRATE
20260922_RECALIBRATE_12,20260922,RECALIBRATE,0.9172543962429799,0.0,0.8901384837764622,RECALIBRATE
20260922_RECALIBRATE_13,20260922,RECALIBRATE,1.0224487197414744,0.0,0.8556850057326827,RECALIBRATE
20260922_RECALIBRATE_14,20260922,RECALIBRATE,0.907523414489797,0.0,0.966485429138954,RECALIBRATE
20260922_RECALIBRATE_15,20260922,RECALIBRATE,0.910455400590334,0.0,0.8729955433099226,RECALIBRATE
20260922_RECALIBRATE_16,20260922,RECALIBRATE,1.0087350992724566,0.0,0.8655562893223228,RECALIBRATE
20260922_RECALIBRATE_17,20260922,RECALIBRATE,0.9468004603914614,0.0,0.8739748966514704,RECALIBRATE
20260922_RECALIBRATE_18,20260922,RECALIBRATE,0.9847579050560755,0.0,0.9385671841421696,RECALIBRATE
20260922_RECALIBRATE_19,20260922,RECALIBRATE,0.9721118304980509,0.0,0.8297936122110597,RECALIBRATE
20260922_RECALIBRATE_20,20260922,RECALIBRATE,0.9375304916814857,0.0,0.9255387203903256,RECALIBRATE
20260922_REVISE_01,20260922,REVISE,2.1178611697326852,0.7009155507440231,0.9136499428815343,REVISE
20260922_REVISE_02,20260922,REVISE,2.11282915324617,0.8314768478789565,0.9355737497062482,REVISE
20260922_REVISE_03,20260922,REVISE,1.9712392875607725,0.681031285829847,0.8282236829438999,REVISE
20260922_REVISE_04,20260922,REVISE,2.538564958424651,0.5014069811611067,0.8553808325000635,REVISE
20260922_REVISE_05,20260922,REVISE,1.8263568983694332,0.4821954296931925,0.9606549694857424,REVISE
20260922_REVISE_06,20260922,REVISE,2.474218718682666,0.7933658540886974,0.9427806176257665,REVISE
20260922_REVISE_07,20260922,REVISE,2.262456238651776,0.7891190974126021,0.9914765524732734,REVISE
20260922_REVISE_08,20260922,REVISE,2.4285575454652744,0.6862712195562094,0.9361693398143793,REVISE
20260922_REVISE_09,20260922,REVISE,2.437474952680419,0.6057129657122052,0.9508024117602036,REVISE
20260922_REVISE_10,20260922,REVISE,1.9292330000907785,0.7209031730736151,0.8811762874623229,REVISE
20260922_REVISE_11,20260922,REVISE,2.4992819449030184,0.4679720524139067,0.8669065111819617,REVISE
20260922_REVISE_12,20260922,REVISE,2.105353901028675,0.7146793903247115,0.9830480829047474,REVISE
20260922_REVISE_13,20260922,REVISE,1.8834793176723046,0.8826083291424929,0.8613619127897006,REVISE
20260922_REVISE_14,20260922,REVISE,2.078554429027331,0.4842740265379303,0.8888620018298657,REVISE
20260922_REVISE_15,20260922,REVISE,2.5864497202803793,0.8607979435173507,0.9702419086200631,REVISE
20260922_REVISE_16,20260922,REVISE,2.0341739760967026,0.7657008287326872,0.8537185135410729,REVISE
20260922_REVISE_17,20260922,REVISE,2.1470425975756267,0.7054180107003002,0.8208454403836503,REVISE
20260922_REVISE_18,20260922,REVISE,2.387817395608014,0.9172893058448195,0.8587770740046186,REVISE
20260922_REVISE_19,20260922,REVISE,2.3102770125508094,0.5999727057785912,0.9600914309574005,REVISE
20260922_REVISE_20,20260922,REVISE,2.289275775220005,0.9476959077533759,0.8358367934685358,REVISE
20260922_ABSTAIN_01,20260922,ABSTAIN,2.4327226005722293,0.8831042260970912,0.520259297770376,ABSTAIN
20260922_ABSTAIN_02,20260922,ABSTAIN,1.8540172392473513,0.7823362274568866,0.5936678601061929,ABSTAIN
20260922_ABSTAIN_03,20260922,ABSTAIN,2.5234383248325134,0.8100182362503776,0.37788435949471477,ABSTAIN
20260922_ABSTAIN_04,20260922,ABSTAIN,1.8044993481289011,0.8459812785137031,0.6595474416819109,ABSTAIN
20260922_ABSTAIN_05,20260922,ABSTAIN,2.4692392321837495,0.6764737670997317,0.20360223408005879,ABSTAIN
20260922_ABSTAIN_06,20260922,ABSTAIN,2.4976163303956844,0.6651720264354185,0.7779054229739555,ABSTAIN
20260922_ABSTAIN_07,20260922,ABSTAIN,1.7284242995187273,0.8111392102229136,0.708063824267088,ABSTAIN
20260922_ABSTAIN_08,20260922,ABSTAIN,2.170386848224494,0.5152630566181893,0.7151036564860034,ABSTAIN
20260922_ABSTAIN_09,20260922,ABSTAIN,2.261264868322384,0.7420745137441975,0.3581201872873704,ABSTAIN
20260922_ABSTAIN_10,20260922,ABSTAIN,2.56216236578531,0.6899692416955656,0.5624899630164638,ABSTAIN
20260922_ABSTAIN_11,20260922,ABSTAIN,2.3086937761289814,0.5834987381176842,0.526363860460968,ABSTAIN
20260922_ABSTAIN_12,20260922,ABSTAIN,2.3051394120859365,0.8110502787597629,0.5888110453489801,ABSTAIN
20260922_ABSTAIN_13,20260922,ABSTAIN,2.578997134651694,0.5305036974314928,0.7762958722666244,ABSTAIN
20260922_ABSTAIN_14,20260922,ABSTAIN,2.096576361707164,0.6282360245874458,0.21057741616598696,ABSTAIN
20260922_ABSTAIN_15,20260922,ABSTAIN,1.975682089952978,0.8476427463995095,0.5862113219816166,ABSTAIN
20260922_ABSTAIN_16,20260922,ABSTAIN,1.806226093653412,0.4897788767962993,0.5557485910557659,ABSTAIN
20260922_ABSTAIN_17,20260922,ABSTAIN,2.2550238229590738,0.6864168604912677,0.3113895693461495,ABSTAIN
20260922_ABSTAIN_18,20260922,ABSTAIN,1.9425577955562177,0.5885631751647653,0.37321237925910794,ABSTAIN
20260922_ABSTAIN_19,20260922,ABSTAIN,2.5947562750590247,0.7829676572066135,0.7093218194698747,ABSTAIN
20260922_ABSTAIN_20,20260922,ABSTAIN,1.903541312060989,0.47174582447011215,0.38715993746797783,ABSTAIN
20260923_KEEP_01,20260923,KEEP,1.0388150141883876,0.0,0.9134432701033713,RECALIBRATE
20260923_KEEP_02,20260923,KEEP,1.0411190669321047,0.0,0.8588934539974925,KEEP
20260923_KEEP_03,20260923,KEEP,1.0408614946813195,0.0,0.9985051504908214,KEEP
20260923_KEEP_04,20260923,KEEP,1.0401830991919532,0.0,0.8432671733382054,KEEP
20260923_KEEP_05,20260923,KEEP,1.0403801367845578,0.0,0.9565507485551509,KEEP
20260923_KEEP_06,20260923,KEEP,1.039873007224111,0.0,0.8517916610687102,KEEP
20260923_KEEP_07,20260923,KEEP,1.0392355795707149,0.0,0.8993921121115457,RECALIBRATE
20260923_KEEP_08,20260923,KEEP,1.040283265918438,0.0,0.9629061789648959,KEEP
20260923_KEEP_09,20260923,KEEP,1.0407394640805185,0.0,0.833321818920585,KEEP
20260923_KEEP_10,20260923,KEEP,1.040133369689018,0.0,0.9860937409163568,KEEP
20260923_KEEP_11,20260923,KEEP,1.0402203839767445,0.0,0.9373292637488603,KEEP
20260923_KEEP_12,20260923,KEEP,1.0405240774048685,0.0,0.9022997544369447,KEEP
20260923_KEEP_13,20260923,KEEP,1.040868858408632,0.0,0.8211938475467856,KEEP
20260923_KEEP_14,20260923,KEEP,1.0407756439025337,0.0,0.8675819132573482,KEEP
20260923_KEEP_15,20260923,KEEP,1.0393086891310204,0.0,0.9066001321183061,RECALIBRATE
20260923_KEEP_16,20260923,KEEP,1.0391056688561806,0.0,0.9049894056239822,RECALIBRATE
20260923_KEEP_17,20260923,KEEP,1.041262601898777,0.0,0.8838454401449265,KEEP
20260923_KEEP_18,20260923,KEEP,1.0398201984974427,0.0,0.9151887835970238,KEEP
20260923_KEEP_19,20260923,KEEP,1.0409830051796465,0.0,0.9045320566172617,KEEP
20260923_KEEP_20,20260923,KEEP,1.0403401100108172,0.0,0.8690954777833187,KEEP
20260923_RECALIBRATE_01,20260923,RECALIBRATE,0.9394886551721974,0.0,0.8959794969943318,RECALIBRATE
20260923_RECALIBRATE_02,20260923,RECALIBRATE,0.9361186477034733,0.0,0.9224896226877586,RECALIBRATE
20260923_RECALIBRATE_03,20260923,RECALIBRATE,0.9726175058841801,0.0,0.9578818903145421,RECALIBRATE
20260923_RECALIBRATE_04,20260923,RECALIBRATE,0.949001287231424,0.0,0.8410975983124829,RECALIBRATE
20260923_RECALIBRATE_05,20260923,RECALIBRATE,0.9230620223003055,0.0,0.9826980735448673,RECALIBRATE
20260923_RECALIBRATE_06,20260923,RECALIBRATE,0.927915053032182,0.0,0.9467396473132234,RECALIBRATE
20260923_RECALIBRATE_07,20260923,RECALIBRATE,0.9045862908819045,0.0,0.9200924206133512,RECALIBRATE
20260923_RECALIBRATE_08,20260923,RECALIBRATE,1.0085888174253046,0.0,0.8404414814912249,RECALIBRATE
20260923_RECALIBRATE_09,20260923,RECALIBRATE,0.9615000273180059,0.0,0.9888212458499658,RECALIBRATE
20260923_RECALIBRATE_10,20260923,RECALIBRATE,0.9731443787033641,0.0,0.9233443394997443,RECALIBRATE
20260923_RECALIBRATE_11,20260923,RECALIBRATE,0.9376159859673467,0.0,0.9404660937216898,RECALIBRATE
20260923_RECALIBRATE_12,20260923,RECALIBRATE,0.9918624907417116,0.0,0.8622403419449137,RECALIBRATE
20260923_RECALIBRATE_13,20260923,RECALIBRATE,0.9597066300348358,0.0,0.9689405037642312,RECALIBRATE
20260923_RECALIBRATE_14,20260923,RECALIBRATE,0.9742810252526096,0.0,0.8791757025542871,RECALIBRATE
20260923_RECALIBRATE_15,20260923,RECALIBRATE,1.0000676030664593,0.0,0.827439252959906,RECALIBRATE
20260923_RECALIBRATE_16,20260923,RECALIBRATE,0.9497172568264816,0.0,0.9058573034231133,RECALIBRATE
20260923_RECALIBRATE_17,20260923,RECALIBRATE,0.9911756314666667,0.0,0.9859358046321768,RECALIBRATE
20260923_RECALIBRATE_18,20260923,RECALIBRATE,1.013487027885996,0.0,0.9844914096249037,RECALIBRATE
20260923_RECALIBRATE_19,20260923,RECALIBRATE,0.9338146042293642,0.0,0.941134411749907,RECALIBRATE
20260923_RECALIBRATE_20,20260923,RECALIBRATE,0.9807092399699748,0.0,0.886328308275778,RECALIBRATE
20260923_REVISE_01,20260923,REVISE,2.089388718123603,0.7266084775680046,0.9774732551948788,REVISE
20260923_REVISE_02,20260923,REVISE,2.180492513234543,0.6396120590038837,0.9779069826336733,REVISE
20260923_REVISE_03,20260923,REVISE,2.4407000384189756,0.8151217243646689,0.9668022369100654,REVISE
20260923_REVISE_04,20260923,REVISE,2.3835455696747108,0.9430757604307995,0.869634453406417,REVISE
20260923_REVISE_05,20260923,REVISE,2.001100320415061,0.8467622736165417,0.9313634078412871,REVISE
20260923_REVISE_06,20260923,REVISE,1.884987503770751,0.7736409607353462,0.8478649011625679,REVISE
20260923_REVISE_07,20260923,REVISE,1.8615657875343545,0.7433868372720007,0.8608956952439331,REVISE
20260923_REVISE_08,20260923,REVISE,2.4867087572283215,0.8034535111547119,0.8819378348824354,REVISE
20260923_REVISE_09,20260923,REVISE,2.2141451876839615,0.5536067668874154,0.8903182116387695,REVISE
20260923_REVISE_10,20260923,REVISE,1.8116501774321403,0.5424568843544381,0.8785886091443145,REVISE
20260923_REVISE_11,20260923,REVISE,2.4172871107842875,0.7705273065576758,0.8813126505984038,REVISE
20260923_REVISE_12,20260923,REVISE,2.2435874393668915,0.6662803277238503,0.9944607631195033,REVISE
20260923_REVISE_13,20260923,REVISE,2.4783983474008604,0.7208295797433766,0.9441220092577375,REVISE
20260923_REVISE_14,20260923,REVISE,1.8793596811322573,0.5231550473095237,0.9260331983753232,REVISE
20260923_REVISE_15,20260923,REVISE,1.9598945974054027,0.9262995999166381,0.8672822269601566,REVISE
20260923_REVISE_16,20260923,REVISE,1.8817026665438477,0.6987611351323312,0.9917010849522845,REVISE
20260923_REVISE_17,20260923,REVISE,2.3851594096174082,0.5061583578338154,0.9639712070153655,REVISE
20260923_REVISE_18,20260923,REVISE,1.7136607150671697,0.5106494699352729,0.8602439798602624,REVISE
20260923_REVISE_19,20260923,REVISE,1.8434161864089496,0.7046998278337693,0.9142901645034539,REVISE
20260923_REVISE_20,20260923,REVISE,2.4573942198755283,0.6621475986777693,0.9959497526181691,REVISE
20260923_ABSTAIN_01,20260923,ABSTAIN,2.0864630693024564,0.45414094712292935,0.5225785757808994,ABSTAIN
20260923_ABSTAIN_02,20260923,ABSTAIN,2.254264009478895,0.6247865987498192,0.3442486741797691,ABSTAIN
20260923_ABSTAIN_03,20260923,ABSTAIN,2.3568986920295685,0.8611064748684845,0.46721096233331655,ABSTAIN
20260923_ABSTAIN_04,20260923,ABSTAIN,1.7626114568528362,0.5687250865831248,0.3796990424351768,ABSTAIN
20260923_ABSTAIN_05,20260923,ABSTAIN,2.488673787186387,0.5170451275971666,0.7102695271233137,ABSTAIN
20260923_ABSTAIN_06,20260923,ABSTAIN,1.9991471517348522,0.9487566531813884,0.34318556165006364,ABSTAIN
20260923_ABSTAIN_07,20260923,ABSTAIN,2.1051956151891305,0.45273562983996485,0.40746566689750763,ABSTAIN
20260923_ABSTAIN_08,20260923,ABSTAIN,2.2650750894796,0.6367298647520971,0.46496321468972995,ABSTAIN
20260923_ABSTAIN_09,20260923,ABSTAIN,2.109003447139225,0.4665804459652606,0.26607797380177245,ABSTAIN
20260923_ABSTAIN_10,20260923,ABSTAIN,1.9955205806779517,0.8428670962099216,0.565770624254305,ABSTAIN
20260923_ABSTAIN_11,20260923,ABSTAIN,2.508100105797299,0.6391377311938571,0.2225306679147982,ABSTAIN
20260923_ABSTAIN_12,20260923,ABSTAIN,1.7969890073370203,0.4959671114364641,0.286184911369086,ABSTAIN
20260923_ABSTAIN_13,20260923,ABSTAIN,2.3248243330722267,0.8348523293163833,0.2429453882559657,ABSTAIN
20260923_ABSTAIN_14,20260923,ABSTAIN,2.4557322790284615,0.5950443851445717,0.74051392862143,ABSTAIN
20260923_ABSTAIN_15,20260923,ABSTAIN,1.9275846228522857,0.6509066688149447,0.7209686231297678,ABSTAIN
20260923_ABSTAIN_16,20260923,ABSTAIN,1.75409120900468,0.8157765461152866,0.5340921656846633,ABSTAIN
20260923_ABSTAIN_17,20260923,ABSTAIN,2.34062628345483,0.8513087542014031,0.7345864439182639,ABSTAIN
20260923_ABSTAIN_18,20260923,ABSTAIN,2.4531856084624373,0.9057803847138235,0.3687632749120534,ABSTAIN
20260923_ABSTAIN_19,20260923,ABSTAIN,2.079064150714238,0.9389457726041022,0.5562859885549026,ABSTAIN
20260923_ABSTAIN_20,20260923,ABSTAIN,2.2272175602258573,0.5254772462370606,0.4683852284990059,ABSTAIN
20260924_KEEP_01,20260924,KEEP,1.0410837403079778,0.0,0.8481346080108964,KEEP
20260924_KEEP_02,20260924,KEEP,1.040174356866953,0.0,0.9135936370351018,KEEP
20260924_KEEP_03,20260924,KEEP,1.03996595280714,0.0,0.9328631864928544,KEEP
20260924_KEEP_04,20260924,KEEP,1.0404750240437264,0.0,0.9489169587492559,KEEP
20260924_KEEP_05,20260924,KEEP,1.040802348720437,0.0,0.8812175754659001,KEEP
20260924_KEEP_06,20260924,KEEP,1.0395035435530022,0.0,0.9704937735297692,RECALIBRATE
20260924_KEEP_07,20260924,KEEP,1.040194851828413,0.0,0.9903482243655783,KEEP
20260924_KEEP_08,20260924,KEEP,1.0401663963912737,0.0,0.9684505900405341,KEEP
20260924_KEEP_09,20260924,KEEP,1.0404308398652948,0.0,0.8705459448858771,KEEP
20260924_KEEP_10,20260924,KEEP,1.0408659759270753,0.0,0.8429192352648063,KEEP
20260924_KEEP_11,20260924,KEEP,1.0406963688006492,0.0,0.8354909734034625,KEEP
20260924_KEEP_12,20260924,KEEP,1.0406306425012426,0.0,0.8456146676519999,KEEP
20260924_KEEP_13,20260924,KEEP,1.039775947391364,0.0,0.8463988604026068,KEEP
20260924_KEEP_14,20260924,KEEP,1.0392556799508965,0.0,0.9811645222003951,RECALIBRATE
20260924_KEEP_15,20260924,KEEP,1.0398567128485978,0.0,0.8891897519054377,KEEP
20260924_KEEP_16,20260924,KEEP,1.0403452028537208,0.0,0.8386457566823393,KEEP
20260924_KEEP_17,20260924,KEEP,1.0396086255963664,0.0,0.9539253607929221,KEEP
20260924_KEEP_18,20260924,KEEP,1.0406429414762786,0.0,0.8474831907089995,KEEP
