case_id,truth,alpha,structural_gain,quality,prediction,correct
S20260921_REVISE_16,REVISE,0.6979566134979707,,0.845424432234316,RECALIBRATE,False
S20260921_REVISE_17,REVISE,0.6194343371181635,,0.8451588294554954,RECALIBRATE,False
S20260921_REVISE_18,REVISE,0.8841176240141754,,0.8472925973269293,RECALIBRATE,False
S20260921_REVISE_19,REVISE,0.6830520921940376,,0.9063788064596533,RECALIBRATE,False
S20260921_REVISE_20,REVISE,0.4984837003100446,,0.9082703386549169,RECALIBRATE,False
S20260921_ABSTAIN_01,ABSTAIN,0.5239716305985197,,0.29662871185907264,ABSTAIN,True
S20260921_ABSTAIN_02,ABSTAIN,0.8620417971899361,,0.6485315387055193,ABSTAIN,True
S20260921_ABSTAIN_03,ABSTAIN,0.7039370575769243,,0.41347026387491825,ABSTAIN,True
S20260921_ABSTAIN_04,ABSTAIN,0.7429135476285871,,0.6892088962030147,ABSTAIN,True
S20260921_ABSTAIN_05,ABSTAIN,0.629787744099168,,0.3636830613817451,ABSTAIN,True
S20260921_ABSTAIN_06,ABSTAIN,0.7471615401273972,,0.714389724379981,ABSTAIN,True
S20260921_ABSTAIN_07,ABSTAIN,0.6723971627015551,,0.7606824998612054,ABSTAIN,True
S20260921_ABSTAIN_08,ABSTAIN,0.7155895999404431,,0.42682528678124554,ABSTAIN,True
S20260921_ABSTAIN_09,ABSTAIN,0.6088379574005814,,0.4925055481017779,ABSTAIN,True
S20260921_ABSTAIN_10,ABSTAIN,0.698193350048177,,0.3333910992635274,ABSTAIN,True
S20260921_ABSTAIN_11,ABSTAIN,0.5348648057161987,,0.591489029637629,ABSTAIN,True
S20260921_ABSTAIN_12,ABSTAIN,0.7716987453533746,,0.31149530680453497,ABSTAIN,True
S20260921_ABSTAIN_13,ABSTAIN,0.7147452318597574,,0.4594545170695132,ABSTAIN,True
S20260921_ABSTAIN_14,ABSTAIN,0.7761755630983941,,0.6181501884025041,ABSTAIN,True
S20260921_ABSTAIN_15,ABSTAIN,0.89267292532841,,0.43657936650607154,ABSTAIN,True
S20260921_ABSTAIN_16,ABSTAIN,0.6568956135340458,,0.22833079108657744,ABSTAIN,True
S20260921_ABSTAIN_17,ABSTAIN,0.5599183786952063,,0.34301350056953744,ABSTAIN,True
S20260921_ABSTAIN_18,ABSTAIN,0.9238012197151606,,0.526128691860454,ABSTAIN,True
S20260921_ABSTAIN_19,ABSTAIN,0.823279255756615,,0.5516717953175614,ABSTAIN,True
S20260921_ABSTAIN_20,ABSTAIN,0.8033231020701639,,0.6656808865999413,ABSTAIN,True
S20260922_KEEP_01,KEEP,1.0393025009241992,0.0,0.9764592554563372,RECALIBRATE,False
S20260922_KEEP_02,KEEP,1.0414740543243206,0.0,0.9380005784248409,KEEP,True
S20260922_KEEP_03,KEEP,1.040496356529648,0.0,0.9759244185699584,KEEP,True
S20260922_KEEP_04,KEEP,1.0391222225053425,0.0,0.9047732668720173,RECALIBRATE,False
S20260922_KEEP_05,KEEP,1.0394698462763516,0.0,0.8699229926514505,RECALIBRATE,False
S20260922_KEEP_06,KEEP,1.0408112991710214,0.0,0.8527158477236068,KEEP,True
S20260922_KEEP_07,KEEP,1.040998832992891,0.0,0.8808948729089718,KEEP,True
S20260922_KEEP_08,KEEP,1.040590901849433,0.0,0.8979655816126925,KEEP,True
S20260922_KEEP_09,KEEP,1.0406542026041017,0.0,0.9650597494485846,KEEP,True
S20260922_KEEP_10,KEEP,1.0397024022068109,0.0,0.8809978955089458,KEEP,True
S20260922_KEEP_11,KEEP,1.0408279186311307,0.0,0.9658814098679421,KEEP,True
S20260922_KEEP_12,KEEP,1.0404967511998535,0.0,0.83271927146253,KEEP,True
S20260922_KEEP_13,KEEP,1.0408394109603614,0.0,0.8506861314573072,KEEP,True
S20260922_KEEP_14,KEEP,1.0406988423177086,0.0,0.8342253698275598,KEEP,True
S20260922_KEEP_15,KEEP,1.0413599106855351,0.0,0.9680883454928911,KEEP,True
S20260922_KEEP_16,KEEP,1.0405666219056053,0.0,0.9730052157814089,KEEP,True
S20260922_KEEP_17,KEEP,1.0402897194184302,0.0,0.9932446391775945,KEEP,True
S20260922_KEEP_18,KEEP,1.040513473034491,0.0,0.9730533290970699,KEEP,True
S20260922_KEEP_19,KEEP,1.0398026699507035,0.0,0.9142258524070911,KEEP,True
S20260922_KEEP_20,KEEP,1.0404133900301853,0.0,0.9451912536339395,KEEP,True
S20260922_RECALIBRATE_01,RECALIBRATE,0.944249838731327,0.0,0.9289349377151641,RECALIBRATE,True
S20260922_RECALIBRATE_02,RECALIBRATE,0.967950106699228,0.0,0.9882286253958829,RECALIBRATE,True
S20260922_RECALIBRATE_03,RECALIBRATE,0.9407908985257468,0.0,0.9493293312377774,RECALIBRATE,True
S20260922_RECALIBRATE_04,RECALIBRATE,0.9294566615452441,0.0,0.8221579104789934,RECALIBRATE,True
S20260922_RECALIBRATE_05,RECALIBRATE,1.0286033826113434,0.0,0.8278074823706357,RECALIBRATE,True
S20260922_RECALIBRATE_06,RECALIBRATE,0.9552938235328129,0.0,0.9113336840001056,RECALIBRATE,True
S20260922_RECALIBRATE_07,RECALIBRATE,0.9742880646941291,0.0,0.8426952045433297,RECALIBRATE,True
S20260922_RECALIBRATE_08,RECALIBRATE,0.9757632727586532,0.0,0.8545621340804175,RECALIBRATE,True
S20260922_RECALIBRATE_09,RECALIBRATE,0.9241338618334431,0.0,0.9935211329736835,RECALIBRATE,True
S20260922_RECALIBRATE_10,RECALIBRATE,0.90152452479267,0.0,0.9364006097383175,RECALIBRATE,True
S20260922_RECALIBRATE_11,RECALIBRATE,0.9186452038579521,0.0,0.8638523728277372,RECALIBRATE,True
S20260922_RECALIBRATE_12,RECALIBRATE,0.9172543962429799,0.0,0.8901384837764622,RECALIBRATE,True
S20260922_RECALIBRATE_13,RECALIBRATE,1.0224487197414744,0.0,0.8556850057326827,RECALIBRATE,True
S20260922_RECALIBRATE_14,RECALIBRATE,0.907523414489797,0.0,0.966485429138954,RECALIBRATE,True
S20260922_RECALIBRATE_15,RECALIBRATE,0.910455400590334,0.0,0.8729955433099226,RECALIBRATE,True
S20260922_RECALIBRATE_16,RECALIBRATE,1.0087350992724566,0.0,0.8655562893223228,RECALIBRATE,True
S20260922_RECALIBRATE_17,RECALIBRATE,0.9468004603914614,0.0,0.8739748966514704,RECALIBRATE,True
S20260922_RECALIBRATE_18,RECALIBRATE,0.9847579050560755,0.0,0.9385671841421696,RECALIBRATE,True
S20260922_RECALIBRATE_19,RECALIBRATE,0.9721118304980509,0.0,0.8297936122110597,RECALIBRATE,True
S20260922_RECALIBRATE_20,RECALIBRATE,0.9375304916814857,0.0,0.9255387203903256,RECALIBRATE,True
S20260922_REVISE_01,REVISE,0.7009155507440231,,0.9136499428815343,RECALIBRATE,False
S20260922_REVISE_02,REVISE,0.8314768478789565,,0.9355737497062482,RECALIBRATE,False
S20260922_REVISE_03,REVISE,0.681031285829847,,0.8282236829438999,RECALIBRATE,False
S20260922_REVISE_04,REVISE,0.5014069811611067,,0.8553808325000635,RECALIBRATE,False
S20260922_REVISE_05,REVISE,0.4821954296931925,,0.9606549694857424,RECALIBRATE,False
S20260922_REVISE_06,REVISE,0.7933658540886974,,0.9427806176257665,RECALIBRATE,False
S20260922_REVISE_07,REVISE,0.7891190974126021,,0.9914765524732734,RECALIBRATE,False
S20260922_REVISE_08,REVISE,0.6862712195562094,,0.9361693398143793,RECALIBRATE,False
S20260922_REVISE_09,REVISE,0.6057129657122052,,0.9508024117602036,RECALIBRATE,False
S20260922_REVISE_10,REVISE,0.7209031730736151,,0.8811762874623229,RECALIBRATE,False
S20260922_REVISE_11,REVISE,0.4679720524139067,,0.8669065111819617,RECALIBRATE,False
S20260922_REVISE_12,REVISE,0.7146793903247115,,0.9830480829047474,RECALIBRATE,False
S20260922_REVISE_13,REVISE,0.8826083291424929,,0.8613619127897006,RECALIBRATE,False
S20260922_REVISE_14,REVISE,0.4842740265379303,,0.8888620018298657,RECALIBRATE,False
S20260922_REVISE_15,REVISE,0.8607979435173507,,0.9702419086200631,RECALIBRATE,False
S20260922_REVISE_16,REVISE,0.7657008287326872,,0.8537185135410729,RECALIBRATE,False
S20260922_REVISE_17,REVISE,0.7054180107003002,,0.8208454403836503,RECALIBRATE,False
S20260922_REVISE_18,REVISE,0.9172893058448195,,0.8587770740046186,RECALIBRATE,False
S20260922_REVISE_19,REVISE,0.5999727057785912,,0.9600914309574005,RECALIBRATE,False
S20260922_REVISE_20,REVISE,0.9476959077533759,,0.8358367934685358,RECALIBRATE,False
S20260922_ABSTAIN_01,ABSTAIN,0.8831042260970912,,0.520259297770376,ABSTAIN,True
S20260922_ABSTAIN_02,ABSTAIN,0.7823362274568866,,0.5936678601061929,ABSTAIN,True
S20260922_ABSTAIN_03,ABSTAIN,0.8100182362503776,,0.37788435949471477,ABSTAIN,True
S20260922_ABSTAIN_04,ABSTAIN,0.8459812785137031,,0.6595474416819109,ABSTAIN,True
S20260922_ABSTAIN_05,ABSTAIN,0.6764737670997317,,0.20360223408005879,ABSTAIN,True
S20260922_ABSTAIN_06,ABSTAIN,0.6651720264354185,,0.7779054229739555,ABSTAIN,True
S20260922_ABSTAIN_07,ABSTAIN,0.8111392102229136,,0.708063824267088,ABSTAIN,True
S20260922_ABSTAIN_08,ABSTAIN,0.5152630566181893,,0.7151036564860034,ABSTAIN,True
S20260922_ABSTAIN_09,ABSTAIN,0.7420745137441975,,0.3581201872873704,ABSTAIN,True
S20260922_ABSTAIN_10,ABSTAIN,0.6899692416955656,,0.5624899630164638,ABSTAIN,True
S20260922_ABSTAIN_11,ABSTAIN,0.5834987381176842,,0.526363860460968,ABSTAIN,True
S20260922_ABSTAIN_12,ABSTAIN,0.8110502787597629,,0.5888110453489801,ABSTAIN,True
S20260922_ABSTAIN_13,ABSTAIN,0.5305036974314928,,0.7762958722666244,ABSTAIN,True
S20260922_ABSTAIN_14,ABSTAIN,0.6282360245874458,,0.21057741616598696,ABSTAIN,True
S20260922_ABSTAIN_15,ABSTAIN,0.8476427463995095,,0.5862113219816166,ABSTAIN,True
S20260922_ABSTAIN_16,ABSTAIN,0.4897788767962993,,0.5557485910557659,ABSTAIN,True
S20260922_ABSTAIN_17,ABSTAIN,0.6864168604912677,,0.3113895693461495,ABSTAIN,True
S20260922_ABSTAIN_18,ABSTAIN,0.5885631751647653,,0.37321237925910794,ABSTAIN,True
S20260922_ABSTAIN_19,ABSTAIN,0.7829676572066135,,0.7093218194698747,ABSTAIN,True
S20260922_ABSTAIN_20,ABSTAIN,0.47174582447011215,,0.38715993746797783,ABSTAIN,True
S20260923_KEEP_01,KEEP,1.0388150141883876,0.0,0.9134432701033713,RECALIBRATE,False
S20260923_KEEP_02,KEEP,1.0411190669321047,0.0,0.8588934539974925,KEEP,True
S20260923_KEEP_03,KEEP,1.0408614946813195,0.0,0.9985051504908214,KEEP,True
S20260923_KEEP_04,KEEP,1.0401830991919532,0.0,0.8432671733382054,KEEP,True
S20260923_KEEP_05,KEEP,1.0403801367845578,0.0,0.9565507485551509,KEEP,True
S20260923_KEEP_06,KEEP,1.039873007224111,0.0,0.8517916610687102,KEEP,True
S20260923_KEEP_07,KEEP,1.0392355795707149,0.0,0.8993921121115457,RECALIBRATE,False
S20260923_KEEP_08,KEEP,1.040283265918438,0.0,0.9629061789648959,KEEP,True
S20260923_KEEP_09,KEEP,1.0407394640805185,0.0,0.833321818920585,KEEP,True
S20260923_KEEP_10,KEEP,1.040133369689018,0.0,0.9860937409163568,KEEP,True
S20260923_KEEP_11,KEEP,1.0402203839767445,0.0,0.9373292637488603,KEEP,True
S20260923_KEEP_12,KEEP,1.0405240774048685,0.0,0.9022997544369447,KEEP,True
S20260923_KEEP_13,KEEP,1.040868858408632,0.0,0.8211938475467856,KEEP,True
S20260923_KEEP_14,KEEP,1.0407756439025337,0.0,0.8675819132573482,KEEP,True
S20260923_KEEP_15,KEEP,1.0393086891310204,0.0,0.9066001321183061,RECALIBRATE,False
S20260923_KEEP_16,KEEP,1.0391056688561806,0.0,0.9049894056239822,RECALIBRATE,False
S20260923_KEEP_17,KEEP,1.041262601898777,0.0,0.8838454401449265,KEEP,True
S20260923_KEEP_18,KEEP,1.0398201984974427,0.0,0.9151887835970238,KEEP,True
S20260923_KEEP_19,KEEP,1.0409830051796465,0.0,0.9045320566172617,KEEP,True
S20260923_KEEP_20,KEEP,1.0403401100108172,0.0,0.8690954777833187,KEEP,True
S20260923_RECALIBRATE_01,RECALIBRATE,0.9394886551721974,0.0,0.8959794969943318,RECALIBRATE,True
S20260923_RECALIBRATE_02,RECALIBRATE,0.9361186477034733,0.0,0.9224896226877586,RECALIBRATE,True
S20260923_RECALIBRATE_03,RECALIBRATE,0.9726175058841801,0.0,0.9578818903145421,RECALIBRATE,True
S20260923_RECALIBRATE_04,RECALIBRATE,0.949001287231424,0.0,0.8410975983124829,RECALIBRATE,True
S20260923_RECALIBRATE_05,RECALIBRATE,0.9230620223003055,0.0,0.9826980735448673,RECALIBRATE,True
S20260923_RECALIBRATE_06,RECALIBRATE,0.927915053032182,0.0,0.9467396473132234,RECALIBRATE,True
S20260923_RECALIBRATE_07,RECALIBRATE,0.9045862908819045,0.0,0.9200924206133512,RECALIBRATE,True
S20260923_RECALIBRATE_08,RECALIBRATE,1.0085888174253046,0.0,0.8404414814912249,RECALIBRATE,True
S20260923_RECALIBRATE_09,RECALIBRATE,0.9615000273180059,0.0,0.9888212458499658,RECALIBRATE,True
S20260923_RECALIBRATE_10,RECALIBRATE,0.9731443787033641,0.0,0.9233443394997443,RECALIBRATE,True
S20260923_RECALIBRATE_11,RECALIBRATE,0.9376159859673467,0.0,0.9404660937216898,RECALIBRATE,True
S20260923_RECALIBRATE_12,RECALIBRATE,0.9918624907417116,0.0,0.8622403419449137,RECALIBRATE,True
S20260923_RECALIBRATE_13,RECALIBRATE,0.9597066300348358,0.0,0.9689405037642312,RECALIBRATE,True
S20260923_RECALIBRATE_14,RECALIBRATE,0.9742810252526096,0.0,0.8791757025542871,RECALIBRATE,True
S20260923_RECALIBRATE_15,RECALIBRATE,1.0000676030664593,0.0,0.827439252959906,RECALIBRATE,True
S20260923_RECALIBRATE_16,RECALIBRATE,0.9497172568264816,0.0,0.9058573034231133,RECALIBRATE,True
S20260923_RECALIBRATE_17,RECALIBRATE,0.9911756314666667,0.0,0.9859358046321768,RECALIBRATE,True
S20260923_RECALIBRATE_18,RECALIBRATE,1.013487027885996,0.0,0.9844914096249037,RECALIBRATE,True
S20260923_RECALIBRATE_19,RECALIBRATE,0.9338146042293642,0.0,0.941134411749907,RECALIBRATE,True
S20260923_RECALIBRATE_20,RECALIBRATE,0.9807092399699748,0.0,0.886328308275778,RECALIBRATE,True
S20260923_REVISE_01,REVISE,0.7266084775680046,,0.9774732551948788,RECALIBRATE,False
S20260923_REVISE_02,REVISE,0.6396120590038837,,0.9779069826336733,RECALIBRATE,False
S20260923_REVISE_03,REVISE,0.8151217243646689,,0.9668022369100654,RECALIBRATE,False
S20260923_REVISE_04,REVISE,0.9430757604307995,,0.869634453406417,RECALIBRATE,False
S20260923_REVISE_05,REVISE,0.8467622736165417,,0.9313634078412871,RECALIBRATE,False
S20260923_REVISE_06,REVISE,0.7736409607353462,,0.8478649011625679,RECALIBRATE,False
S20260923_REVISE_07,REVISE,0.7433868372720007,,0.8608956952439331,RECALIBRATE,False
S20260923_REVISE_08,REVISE,0.8034535111547119,,0.8819378348824354,RECALIBRATE,False
S20260923_REVISE_09,REVISE,0.5536067668874154,,0.8903182116387695,RECALIBRATE,False
S20260923_REVISE_10,REVISE,0.5424568843544381,,0.8785886091443145,RECALIBRATE,False
S20260923_REVISE_11,REVISE,0.7705273065576758,,0.8813126505984038,RECALIBRATE,False
S20260923_REVISE_12,REVISE,0.6662803277238503,,0.9944607631195033,RECALIBRATE,False
S20260923_REVISE_13,REVISE,0.7208295797433766,,0.9441220092577375,RECALIBRATE,False
S20260923_REVISE_14,REVISE,0.5231550473095237,,0.9260331983753232,RECALIBRATE,False
S20260923_REVISE_15,REVISE,0.9262995999166381,,0.8672822269601566,RECALIBRATE,False
S20260923_REVISE_16,REVISE,0.6987611351323312,,0.9917010849522845,RECALIBRATE,False
S20260923_REVISE_17,REVISE,0.5061583578338154,,0.9639712070153655,RECALIBRATE,False
S20260923_REVISE_18,REVISE,0.5106494699352729,,0.8602439798602624,RECALIBRATE,False
S20260923_REVISE_19,REVISE,0.7046998278337693,,0.9142901645034539,RECALIBRATE,False
S20260923_REVISE_20,REVISE,0.6621475986777693,,0.9959497526181691,RECALIBRATE,False
S20260923_ABSTAIN_01,ABSTAIN,0.45414094712292935,,0.5225785757808994,ABSTAIN,True
S20260923_ABSTAIN_02,ABSTAIN,0.6247865987498192,,0.3442486741797691,ABSTAIN,True
S20260923_ABSTAIN_03,ABSTAIN,0.8611064748684845,,0.46721096233331655,ABSTAIN,True
S20260923_ABSTAIN_04,ABSTAIN,0.5687250865831248,,0.3796990424351768,ABSTAIN,True
S20260923_ABSTAIN_05,ABSTAIN,0.5170451275971666,,0.7102695271233137,ABSTAIN,True
S20260923_ABSTAIN_06,ABSTAIN,0.9487566531813884,,0.34318556165006364,ABSTAIN,True
S20260923_ABSTAIN_07,ABSTAIN,0.45273562983996485,,0.40746566689750763,ABSTAIN,True
S20260923_ABSTAIN_08,ABSTAIN,0.6367298647520971,,0.46496321468972995,ABSTAIN,True
S20260923_ABSTAIN_09,ABSTAIN,0.4665804459652606,,0.26607797380177245,ABSTAIN,True
S20260923_ABSTAIN_10,ABSTAIN,0.8428670962099216,,0.565770624254305,ABSTAIN,True
S20260923_ABSTAIN_11,ABSTAIN,0.6391377311938571,,0.2225306679147982,ABSTAIN,True
S20260923_ABSTAIN_12,ABSTAIN,0.4959671114364641,,0.286184911369086,ABSTAIN,True
S20260923_ABSTAIN_13,ABSTAIN,0.8348523293163833,,0.2429453882559657,ABSTAIN,True
S20260923_ABSTAIN_14,ABSTAIN,0.5950443851445717,,0.74051392862143,ABSTAIN,True
S20260923_ABSTAIN_15,ABSTAIN,0.6509066688149447,,0.7209686231297678,ABSTAIN,True
S20260923_ABSTAIN_16,ABSTAIN,0.8157765461152866,,0.5340921656846633,ABSTAIN,True
S20260923_ABSTAIN_17,ABSTAIN,0.8513087542014031,,0.7345864439182639,ABSTAIN,True
S20260923_ABSTAIN_18,ABSTAIN,0.9057803847138235,,0.3687632749120534,ABSTAIN,True
S20260923_ABSTAIN_19,ABSTAIN,0.9389457726041022,,0.5562859885549026,ABSTAIN,True
S20260923_ABSTAIN_20,ABSTAIN,0.5254772462370606,,0.4683852284990059,ABSTAIN,True
S20260924_KEEP_01,KEEP,1.0410837403079778,0.0,0.8481346080108964,KEEP,True
S20260924_KEEP_02,KEEP,1.040174356866953,0.0,0.9135936370351018,KEEP,True
S20260924_KEEP_03,KEEP,1.03996595280714,0.0,0.9328631864928544,KEEP,True
S20260924_KEEP_04,KEEP,1.0404750240437264,0.0,0.9489169587492559,KEEP,True
S20260924_KEEP_05,KEEP,1.040802348720437,0.0,0.8812175754659001,KEEP,True
S20260924_KEEP_06,KEEP,1.0395035435530022,0.0,0.9704937735297692,RECALIBRATE,False
S20260924_KEEP_07,KEEP,1.040194851828413,0.0,0.9903482243655783,KEEP,True
S20260924_KEEP_08,KEEP,1.0401663963912737,0.0,0.9684505900405341,KEEP,True
S20260924_KEEP_09,KEEP,1.0404308398652948,0.0,0.8705459448858771,KEEP,True
S20260924_KEEP_10,KEEP,1.0408659759270753,0.0,0.8429192352648063,KEEP,True
S20260924_KEEP_11,KEEP,1.0406963688006492,0.0,0.8354909734034625,KEEP,True
S20260924_KEEP_12,KEEP,1.0406306425012426,0.0,0.8456146676519999,KEEP,True
S20260924_KEEP_13,KEEP,1.039775947391364,0.0,0.8463988604026068,KEEP,True
S20260924_KEEP_14,KEEP,1.0392556799508965,0.0,0.9811645222003951,RECALIBRATE,False
S20260924_KEEP_15,KEEP,1.0398567128485978,0.0,0.8891897519054377,KEEP,True
S20260924_KEEP_16,KEEP,1.0403452028537208,0.0,0.8386457566823393,KEEP,True
S20260924_KEEP_17,KEEP,1.0396086255963664,0.0,0.9539253607929221,KEEP,True
S20260924_KEEP_18,KEEP,1.0406429414762786,0.0,0.8474831907089995,KEEP,True
S20260924_KEEP_19,KEEP,1.042850895674248,0.0,0.9329236808419579,KEEP,True
S20260924_KEEP_20,KEEP,1.0401097925221119,0.0,0.9761186757915059,KEEP,True
S20260924_RECALIBRATE_01,RECALIBRATE,1.0170000778156836,0.0,0.9978834585636503,RECALIBRATE,True
S20260924_RECALIBRATE_02,RECALIBRATE,0.9725090136403504,0.0,0.9631070749482582,RECALIBRATE,True
S20260924_RECALIBRATE_03,RECALIBRATE,0.9290129976825768,0.0,0.996226869922373,RECALIBRATE,True
S20260924_RECALIBRATE_04,RECALIBRATE,0.9141498504793177,0.0,0.8392938633964612,RECALIBRATE,True
S20260924_RECALIBRATE_05,RECALIBRATE,0.9342780415775243,0.0,0.8906552442152162,RECALIBRATE,True
S20260924_RECALIBRATE_06,RECALIBRATE,0.9093660423436399,0.0,0.9076832529150112,RECALIBRATE,True
S20260924_RECALIBRATE_07,RECALIBRATE,1.0184433277555258,0.0,0.8712557339607059,RECALIBRATE,True
S20260924_RECALIBRATE_08,RECALIBRATE,0.9748842130209224,0.0,0.9701537747688199,RECALIBRATE,True
S20260924_RECALIBRATE_09,RECALIBRATE,0.9183265919509142,0.0,0.9509872463844584,RECALIBRATE,True
S20260924_RECALIBRATE_10,RECALIBRATE,0.9438628773025164,0.0,0.8308485553322916,RECALIBRATE,True
S20260924_RECALIBRATE_11,RECALIBRATE,0.9102014528201849,0.0,0.8648567900539705,RECALIBRATE,True
S20260924_RECALIBRATE_12,RECALIBRATE,0.9581516379198349,0.0,0.9417629151224023,RECALIBRATE,True
S20260924_RECALIBRATE_13,RECALIBRATE,0.958002052865127,0.0,0.8963091154208117,RECALIBRATE,True
S20260924_RECALIBRATE_14,RECALIBRATE,0.9676042102025797,0.0,0.8611908322931798,RECALIBRATE,True
S20260924_RECALIBRATE_15,RECALIBRATE,0.9791312283524247,0.0,0.9845437885995227,RECALIBRATE,True
