World,Expected,MAE,Temporal,Context,Lagged_Rainfall,Interaction,Q_evidence,Parameter_Gain,Structural_Gain,Predicted
KEEP_21,KEEP,0.0050333333333333,0.0111630301637535,0.04869223093827,0.0736809674500224,0.0418402285752441,1.0,0.009907877275726262,0.0736809674500224,KEEP
KEEP_22,KEEP,0.005275,0.0297093914239665,0.0514456908152468,0.0748669443368567,0.0648620819055465,1.0,0.025702396663544222,0.0748669443368567,KEEP
KEEP_23,KEEP,0.0055166666666666,0.0397796914657665,0.0168789751643868,0.0773859316626993,0.0046969563724282,1.0,0.03652891856152307,0.0773859316626993,KEEP
KEEP_24,KEEP,0.0057583333333333,0.0057569954615485,0.0515195698725738,0.0656936031824751,0.0183079893632886,1.0,0.005280322715348464,0.0656936031824751,KEEP
KEEP_25,KEEP,0.006,0.0680576798880435,0.0894502504561422,0.0051650883869568,0.076482748364106,1.0,0.06252780306732607,0.08385712281129755,KEEP
RECALIBRATE_01,RECALIBRATE,0.0002,0.900825550733176,0.7932888570519929,0.0397916047985082,0.0245806203756414,1.0,0.8437185051103706,0.12397636845937098,RECALIBRATE
RECALIBRATE_02,RECALIBRATE,0.0004416666666666,0.9352920416428194,0.8256489545527145,0.0796611310065119,0.0320512985555318,1.0,0.8331963228921522,0.13772128161964312,RECALIBRATE
RECALIBRATE_03,RECALIBRATE,0.0006833333333333,0.9050560305654556,0.8825168307945364,0.0059468021092782,0.0461193599489056,1.0,0.8581814597232481,0.1251572487129464,RECALIBRATE
RECALIBRATE_04,RECALIBRATE,0.000925,0.9718456163506856,0.9868348799056936,0.0662044160635405,0.0746956764348188,1.0,0.8397184341561469,0.15817143978061532,RECALIBRATE
RECALIBRATE_05,RECALIBRATE,0.0011666666666666,0.9617306860231948,0.8657114830126623,0.0764364448821042,0.0256329459266899,1.0,0.8654517313048319,0.11647998122888016,RECALIBRATE
RECALIBRATE_06,RECALIBRATE,0.0014083333333333,0.8948322960051318,0.9662965569322924,0.0833367325960974,0.0336763793250716,1.0,0.7926365128238599,0.20037462369177772,RECALIBRATE
RECALIBRATE_07,RECALIBRATE,0.0016499999999999,0.936522990898271,0.9463940920268598,0.0860819061688185,0.0207816286288588,1.0,0.8381182004461222,0.1532039787044663,RECALIBRATE
RECALIBRATE_08,RECALIBRATE,0.0018916666666666,0.875625837614839,0.8690341389268887,0.0799019785961846,0.0379817219285969,1.0,0.7750611857939159,0.1954795087148197,RECALIBRATE
RECALIBRATE_09,RECALIBRATE,0.0021333333333333,0.8725712732440076,0.8053902452178693,0.052236976491549,0.0974559076136922,1.0,0.7463956503084188,0.20425046938642086,RECALIBRATE
RECALIBRATE_10,RECALIBRATE,0.002375,0.960461738977336,0.7935430500417686,0.0265095143843372,0.0893011924198713,1.0,0.8515037172122728,0.11783819316323803,RECALIBRATE
RECALIBRATE_11,RECALIBRATE,0.0026166666666666,0.8238538474763673,0.9108026820120656,0.0239346213961639,0.0057451275536284,1.0,0.7995153581560508,0.18260194949369732,RECALIBRATE
RECALIBRATE_12,RECALIBRATE,0.0028583333333333,0.9416075547412012,0.9434419639976654,0.0789573068887471,0.0371926509783673,1.0,0.8350050313905039,0.1556631772346762,RECALIBRATE
RECALIBRATE_13,RECALIBRATE,0.0031,0.9451443837062912,0.972838795140076,0.058632603815093,0.0410712288254338,1.0,0.8531858808124831,0.1428264708199354,RECALIBRATE
RECALIBRATE_14,RECALIBRATE,0.0033416666666666,0.909258235185982,0.7937365437049517,0.0394239468787608,0.0022646284316328,1.0,0.8714337338844345,0.10204774370362005,RECALIBRATE
RECALIBRATE_15,RECALIBRATE,0.0035833333333333,0.9695593247480188,0.9326993954060226,0.0154754600677825,0.0117606097889878,1.0,0.9433287998673767,0.052857194100631444,RECALIBRATE
RECALIBRATE_16,RECALIBRATE,0.003825,0.9235511983647172,0.9113972567048788,0.0748947647686771,0.043363675982476,1.0,0.8173329022901348,0.1664822917430132,RECALIBRATE
RECALIBRATE_17,RECALIBRATE,0.0040666666666666,0.8986435056119702,0.8243671376480197,0.023283822117335,0.0662410898401617,1.0,0.8195785438849513,0.14873351934785048,RECALIBRATE
RECALIBRATE_18,RECALIBRATE,0.0043083333333333,0.8287272578630244,0.7652659149343172,0.084852525234079,0.0188703134136701,1.0,0.7440962671143975,0.19583440428180773,RECALIBRATE
RECALIBRATE_19,RECALIBRATE,0.00455,0.8820207025691372,0.8147703293643361,0.0034015119458115,0.0078094078410317,1.0,0.8721558690386001,0.10416360469071713,RECALIBRATE
RECALIBRATE_20,RECALIBRATE,0.0047916666666666,0.91076921439327,0.9486366009795486,0.0827626495394162,0.0257306129876775,1.0,0.8138964046541545,0.17654468211895624,RECALIBRATE
RECALIBRATE_21,RECALIBRATE,0.0050333333333333,0.9123624853488336,0.8422123628878609,0.0734186809952454,0.0601419764247744,1.0,0.7945353292288755,0.1730448858601252,RECALIBRATE
RECALIBRATE_22,RECALIBRATE,0.005275,0.9489276799780624,0.8696570937907756,0.0879449869669827,0.0895461214979252,1.0,0.7879743854071553,0.18438957979601642,RECALIBRATE
RECALIBRATE_23,RECALIBRATE,0.0055166666666666,0.8949005034209154,0.9449393308622924,0.0975061591538457,0.0729011438788138,1.0,0.7487641528289091,0.23740263331447184,RECALIBRATE
RECALIBRATE_24,RECALIBRATE,0.0057583333333333,0.9360302268414086,0.8655967608321676,0.051567678887116,0.078425936441444,1.0,0.8181378077645852,0.157419324516812,RECALIBRATE
RECALIBRATE_25,RECALIBRATE,0.006,0.929727656761221,0.8340531011159095,0.0397053807424138,0.0538382436340273,1.0,0.8447450110899969,0.12949090496410423,RECALIBRATE
REVISE_01_Rainfall_Nonlinearity,REVISE,0.0331639732559227,0.7794868363828253,0.7585818309846788,0.2349824340832086,0.3492529757064382,1.0,0.38805419581702266,0.46421096860051464,REVISE
REVISE_02_Temperature_Nonlinearity,REVISE,0.0100409446468089,0.2618350884710806,0.7507000049567154,0.2336456186538767,0.099838808825499,1.0,0.18062496488997418,0.6151048429185053,REVISE
REVISE_03_Rainfall_Temperature_Interaction,REVISE,0.0295041204896876,0.2189783119269907,0.8933549145626939,0.302878856423694,0.8513074972759257,1.0,0.022698566457503025,0.8730770386643557,REVISE
REVISE_04_Rainfall_Threshold,REVISE,0.0073483962306069,0.8511339774097801,0.8222349346665977,0.1409195221496634,0.4139878924587167,1.0,0.4284877071847181,0.4699173727441307,REVISE
REVISE_05_Delayed_Rainfall,REVISE,0.0395569478794617,0.6434402079943575,0.1238185383938457,0.734590195831456,0.1732989041634628,1.0,0.14118016038748174,0.734590195831456,REVISE
REVISE_06_Rainfall_Nonlinearity,REVISE,0.046447190235445,0.3043780078581355,0.7656988529054503,0.0575217206375726,0.3619872231847054,1.0,0.18302650907644533,0.6255556648543271,REVISE
REVISE_07_Temperature_Nonlinearity,REVISE,0.0571477251715627,0.297379951770411,0.7635986127080935,0.0622355490432985,0.2594610392630799,1.0,0.2065158381719095,0.6059034051777743,REVISE
REVISE_08_Rainfall_Temperature_Interaction,REVISE,0.0510737841572055,0.753416417292087,0.8582354995480719,0.4451981823820838,0.7037545191256211,1.0,0.12382966234949716,0.7519604874226821,REVISE
REVISE_09_Rainfall_Threshold,REVISE,0.0150861676047502,0.389319300054282,0.9274251179984284,0.2599005057055794,0.3874949176335864,1.0,0.17648416237488795,0.7637492728830442,REVISE
REVISE_10_Delayed_Rainfall,REVISE,0.0493312898619578,0.2401966619206545,0.1678366654531486,0.8504026951092978,0.1573456212436097,1.0,0.030278908734359688,0.8504026951092978,REVISE
REVISE_11_Rainfall_Nonlinearity,REVISE,0.047290645095909,0.2497038961656399,0.9464904890327496,0.1172755449560761,0.1677524765717601,1.0,0.1834437791220359,0.7728626968215181,REVISE
REVISE_12_Temperature_Nonlinearity,REVISE,0.0570599804872824,0.4015536292766835,0.971962563547042,0.0633070073083535,0.4446336580893446,1.0,0.20889131434500754,0.7689280261535575,REVISE
REVISE_13_Rainfall_Temperature_Interaction,REVISE,0.0551617545918469,0.7673441995807213,0.7449167727733113,0.199780595527285,0.6220130760852198,1.0,0.23210049627253043,0.6220130760852198,REVISE
REVISE_14_Rainfall_Threshold,REVISE,0.0290976091397829,0.3139622079192415,0.7803625248005338,0.1131844841577248,0.3605633596914165,1.0,0.17803614241792176,0.641429791197537,REVISE
REVISE_15_Delayed_Rainfall,REVISE,0.0337845385973212,0.4978602372663226,0.2341545195233813,0.9058360756571328,0.0826762535900571,1.0,0.04300457178196244,0.9058360756571328,REVISE
REVISE_16_Rainfall_Nonlinearity,REVISE,0.0580051085649971,0.951175048490005,0.8900801096329806,0.1794988079629464,0.2049293280094669,1.0,0.6205051628586971,0.33778080624788104,REVISE
REVISE_17_Temperature_Nonlinearity,REVISE,0.0452267538985669,0.4871221584007137,0.9632272956247084,0.102536539685254,0.3369375691571643,1.0,0.2898738791730354,0.684012862916622,REVISE
REVISE_18_Rainfall_Temperature_Interaction,REVISE,0.0161983701570134,0.5318672788842531,0.9371615385436094,0.2103763396253825,0.6887329357756826,1.0,0.1307243814335606,0.8146516761141721,REVISE
REVISE_19_Rainfall_Threshold,REVISE,0.0542171398456109,0.2801339565330203,0.9487210449973916,0.0547069655573303,0.169897242575378,1.0,0.21981841364962013,0.7401746898900551,REVISE
REVISE_20_Delayed_Rainfall,REVISE,0.0513861868768099,0.4891468864934243,0.1691426511574826,0.8597131092066093,0.0414381969959989,1.0,0.06577736964726238,0.8597131092066093,REVISE
REVISE_21_Rainfall_Nonlinearity,REVISE,0.0387033956664742,0.3620450064770216,0.9739196147536155,0.1164035987940381,0.0981746790723094,1.0,0.28849542152147517,0.6929482649672385,REVISE
REVISE_22_Temperature_Nonlinearity,REVISE,0.0576096586465622,0.8229002161310759,0.889941353321478,0.2705458921799719,0.1484917202832677,1.0,0.5111331234983875,0.4350628496678889,REVISE
REVISE_23_Rainfall_Temperature_Interaction,REVISE,0.0282312695383766,0.8741655918147448,0.8974653476458072,0.1588407946108145,0.6892207944112281,1.0,0.22851981428125756,0.6923767330779231,REVISE
REVISE_24_Rainfall_Threshold,REVISE,0.0573347724385813,0.2332126012145033,0.7540615777201167,0.0696745010364328,0.4096679675218888,1.0,0.12808058042938236,0.6574809331662284,REVISE
REVISE_25_Delayed_Rainfall,REVISE,0.0104674499628932,0.7943451360590736,0.1949856161091257,0.9452206581565736,0.0190406851062831,1.0,0.042685173018934174,0.9452206581565736,REVISE
ABSTAIN_01,ABSTAIN,0.0333200433149887,0.3296231920012449,0.861537086351789,0.2954658473101602,0.005324096193359,0.05,0.23099437718504365,0.6625268636681404,ABSTAIN
ABSTAIN_02,ABSTAIN,0.0356687352525035,0.5254330431203618,0.8814258132689575,0.0532101566399511,0.2379198694469586,0.0791666666666666,0.37911556038751465,0.5472635721314758,ABSTAIN
ABSTAIN_03,ABSTAIN,0.0244203712713768,0.4604330140520607,0.7826874395721549,0.0180103236255518,0.1120713385443394,0.1083333333333333,0.401468479174738,0.4684631035379522,ABSTAIN
ABSTAIN_04,ABSTAIN,0.0206313757105983,0.4252711281586505,0.9187966072941584,0.0449099736769291,0.1400048288837734,0.1375,0.3493061418108308,0.5978553092913549,ABSTAIN
ABSTAIN_05,ABSTAIN,0.0183107059569785,0.2748252580308856,0.9517530139528284,0.0997292783451101,0.2701809685970103,0.1666666666666666,0.18056973263330994,0.7798952266904192,ABSTAIN
ABSTAIN_06,ABSTAIN,0.0197122986982893,0.3792325007418031,0.9129308183760554,0.187894249737441,0.2624568840818235,0.1958333333333333,0.2271462384290007,0.7055620170360252,ABSTAIN
ABSTAIN_07,ABSTAIN,0.0198233406552824,0.2671711923325662,0.7586137459894409,0.0473339352624258,0.1039865456687373,0.2249999999999999,0.22805776031869884,0.5856059941321107,ABSTAIN
ABSTAIN_08,ABSTAIN,0.0296723521374017,0.2621253183863848,0.765700790556426,0.1014958572205683,0.2222840574380505,0.2541666666666666,0.18316819113684318,0.6254487617981547,ABSTAIN
ABSTAIN_09,ABSTAIN,0.0157396409455675,0.5591013280787991,0.8270953999437678,0.2462563089396126,0.1536973643960381,0.2833333333333333,0.35664809392609237,0.532113402058784,ABSTAIN
ABSTAIN_10,ABSTAIN,0.0394553234565382,0.5589018690677381,0.8440593382335986,0.0544823788754397,0.2926116854143586,0.3124999999999999,0.37382046238863953,0.5285326861316657,ABSTAIN
ABSTAIN_11,ABSTAIN,0.0396318740785702,0.2859736625895282,0.9138226557546012,0.0965387004071816,0.0300109477112564,0.3416666666666666,0.25061232422901497,0.6848074360628095,ABSTAIN
ABSTAIN_12,ABSTAIN,0.0195146369607517,0.4537068884583262,0.7996508979384142,0.1736697953397999,0.2515733477085301,0.3708333333333333,0.28059391302310427,0.5752737234334355,ABSTAIN
ABSTAIN_13,ABSTAIN,0.0255091576269831,0.4151471195612188,0.8118419309880878,0.1053118299247657,0.1704650966677921,0.3999999999999999,0.30811184031033184,0.5617038195902546,ABSTAIN
ABSTAIN_14,ABSTAIN,0.0147687860741891,0.4768837925561958,0.9222435646734696,0.0113260433313436,0.0811423397790087,0.4291666666666666,0.4332253858599101,0.5227042405109867,ABSTAIN
ABSTAIN_15,ABSTAIN,0.0310401474118116,0.4123328168668596,0.894009575327236,0.2387242366118099,0.0389836314118615,0.4583333333333332,0.3016620577961584,0.6243208071445523,ABSTAIN
ABSTAIN_16,ABSTAIN,0.02422560168513,0.4675490216010736,0.8324358862542076,0.0985674905859633,0.006731812829435,0.4874999999999999,0.41862667180879054,0.48395602169740776,ABSTAIN
ABSTAIN_17,ABSTAIN,0.0180235633034421,0.2680303220652898,0.94092308418171,0.0225976401126142,0.0403730198228317,0.5166666666666666,0.25139680923856284,0.7043780230795205,ABSTAIN
ABSTAIN_18,ABSTAIN,0.029010771995217,0.5999675590145737,0.843720280832589,0.0834910606419166,0.0357272410545102,0.5458333333333333,0.5302300919371901,0.3963543987574535,ABSTAIN
ABSTAIN_19,ABSTAIN,0.0367874311322296,0.3299374146698125,0.8472379574728058,0.2658772498996861,0.2630162918539907,0.575,0.17850818623067166,0.6959990463785564,ABSTAIN
ABSTAIN_20,ABSTAIN,0.0254785219581971,0.4956669423134557,0.953662693946791,0.0589209693474706,0.0740046792241755,0.6041666666666666,0.43194141226536464,0.5417362830986219,ABSTAIN
ABSTAIN_21,ABSTAIN,0.0280106208725049,0.2878422094252317,0.7781731365144112,0.2173575225460756,0.190213241236175,0.6333333333333333,0.18242676885821268,0.6362135256078264,ABSTAIN
ABSTAIN_22,ABSTAIN,0.0346499905481768,0.3607170840015505,0.9423704433096932,0.1862890949406314,0.0616586089989033,0.6625,0.2754214254402003,0.682821432520624,ABSTAIN
ABSTAIN_23,ABSTAIN,0.0132704549371792,0.3911494277060432,0.9300802739134176,0.1136101342642984,0.178486333856326,0.6916666666666667,0.28482773327358285,0.6651676177321858,ABSTAIN
ABSTAIN_24,ABSTAIN,0.0304618905164951,0.317611622640119,0.8499376370140179,0.1494587763791353,0.1882910279464996,0.7208333333333333,0.21927650505614593,0.6635662824539049,ABSTAIN
ABSTAIN_25,ABSTAIN,0.0132800823243163,0.4263019512110458,0.9194282740149038,0.2695489972549809,0.1163317410574245,0.75,0.27516783421758845,0.6664311871358072,ABSTAIN
